Date,CL1 Comdty - Last Price,Date,CO1 Comdty - Last Price,Date,NG1 Comdty - Last Price,Date,XB1 Comdty - Last Price,Date,HO1 Comdty - Last Price,Date,QS1 Comdty - Last Price,Date,MO1 Comdty - Last Price,Date,GC1 Comdty - Last Price,Date,SI1 Comdty - Last Price,Date,HG1 Comdty - Last Price,Date,LMCADS03 Comdty - Last Price,Date,LMAHDS03 Comdty - Last Price,Date,LMZSDS03 Comdty - Last Price,Date,LMSNDS03 Comdty - Last Price,Date,C 1 Comdty - Last Price,Date,W 1 Comdty - Last Price,Date,O 1 Comdty - Last Price,Date,S 1 Comdty - Last Price,Date,SM1 Comdty - Last Price
3/8/2018,60.12,4/27/2018,74.64,3/8/2018,2.756,3/8/2018,186.77,3/8/2018,185.91,4/27/2018,655.5,4/24/2018,13.2,3/8/2018,1321.7,3/8/2018,16.436,3/8/2018,305.85,3/8/2018,6833,3/8/2018,2106,3/8/2018,3230,3/8/2018,21545,3/8/2018,385.75,3/8/2018,494.75,3/8/2018,260.75,3/8/2018,1053.75,3/8/2018,380.6
3/7/2018,61.15,4/26/2018,74.74,3/7/2018,2.777,3/7/2018,191.03,3/7/2018,187.46,4/26/2018,657.75,4/23/2018,12.86,3/7/2018,1327.6,3/7/2018,16.428,3/7/2018,311.4,3/7/2018,6950,3/7/2018,2097,3/7/2018,3260,3/7/2018,21375,3/7/2018,379.25,3/7/2018,493.00,3/7/2018,259.50,3/7/2018,1055.00,3/7/2018,380.2
3/6/2018,62.6,4/25/2018,74,3/6/2018,2.749,3/6/2018,193.31,3/6/2018,190.33,4/25/2018,648,4/20/2018,13.02,3/6/2018,1335.2,3/6/2018,16.715,3/6/2018,313.7,3/6/2018,7004,3/6/2018,2147,3/6/2018,3302,3/6/2018,21430,3/6/2018,379.75,3/6/2018,502.00,3/6/2018,262.00,3/6/2018,1064.50,3/6/2018,384.5
3/5/2018,62.57,4/24/2018,73.86,3/5/2018,2.704,3/5/2018,193.49,3/5/2018,189.67,4/24/2018,653.75,4/19/2018,13.43,3/5/2018,1319.9,3/5/2018,16.338,3/5/2018,310.55,3/5/2018,6910,3/5/2018,2145.5,3/5/2018,3296,3/5/2018,21550,3/5/2018,378.25,3/5/2018,502.25,3/5/2018,264.75,3/5/2018,1066.75,3/5/2018,389.3
3/2/2018,61.25,4/23/2018,74.71,3/2/2018,2.695,3/2/2018,190.14,3/2/2018,187.96,4/23/2018,647.5,4/18/2018,13.86,3/2/2018,1323.4,3/2/2018,16.392,3/2/2018,310.1,3/2/2018,6898,3/2/2018,2149,3/2/2018,3355,3/2/2018,21475,3/2/2018,377.25,3/2/2018,492.00,3/2/2018,265.00,3/2/2018,1060.75,3/2/2018,390.2
3/1/2018,60.99,4/20/2018,74.06,3/1/2018,2.698,3/1/2018,189.64,3/1/2018,188.55,4/20/2018,641.25,4/17/2018,13.71,3/1/2018,1305.2,3/1/2018,16.2,3/1/2018,309.95,3/1/2018,6922,3/1/2018,2147,3/1/2018,3407,3/1/2018,21655,3/1/2018,378.75,3/1/2018,505.50,3/1/2018,269.00,3/1/2018,1057.50,3/1/2018,394
2/28/2018,61.64,4/19/2018,73.78,2/28/2018,2.667,2/28/2018,175.77,2/28/2018,191.36,4/19/2018,651,4/16/2018,13.97,2/28/2018,1317.9,2/28/2018,16.324,2/28/2018,310.75,2/28/2018,6931,2/28/2018,2132,2/28/2018,3454,2/28/2018,21530,2/28/2018,374.50,2/28/2018,484.50,2/28/2018,263.00,2/28/2018,1045.00,2/28/2018,394.2
2/27/2018,63.01,4/18/2018,73.48,2/27/2018,2.683,2/27/2018,180.34,2/27/2018,196.3,4/18/2018,639.25,4/13/2018,13.91,2/27/2018,1318.6,2/27/2018,16.346,2/27/2018,315.75,2/27/2018,7021,2/27/2018,2147,2/27/2018,3487,2/27/2018,21725,2/27/2018,370.50,2/27/2018,463.25,2/27/2018,260.00,2/27/2018,1038.00,2/27/2018,386.5
2/26/2018,63.91,4/17/2018,71.58,2/26/2018,2.639,2/26/2018,182.67,2/26/2018,198.59,4/17/2018,628,4/12/2018,13.56,2/26/2018,1330.7,2/26/2018,16.55,2/26/2018,319.75,2/26/2018,7110,2/26/2018,2138,2/26/2018,3531,2/26/2018,21600,2/26/2018,368.50,2/26/2018,459.50,2/26/2018,262.50,2/26/2018,1034.25,2/26/2018,377.2
2/23/2018,63.55,4/16/2018,71.42,2/23/2018,2.625,2/23/2018,180.85,2/23/2018,196.94,4/16/2018,633.25,4/11/2018,13.4,2/23/2018,1328.2,2/23/2018,16.484,2/23/2018,321.25,2/23/2018,7095,2/23/2018,2140,2/23/2018,3503,2/23/2018,21650,2/23/2018,366.25,2/23/2018,452.25,2/23/2018,260.00,2/23/2018,1036.25,2/23/2018,375.5
2/22/2018,62.77,4/13/2018,72.58,2/22/2018,2.634,2/22/2018,176.57,2/22/2018,195.27,4/13/2018,642.5,4/10/2018,13.35,2/22/2018,1330.6,2/22/2018,16.587,2/22/2018,324.15,2/22/2018,7162,2/22/2018,2185,2/22/2018,3531,2/22/2018,21575,2/22/2018,366.75,2/22/2018,451.25,2/22/2018,257.75,2/22/2018,1032.00,2/22/2018,376.9
2/21/2018,61.68,4/12/2018,72.02,2/21/2018,2.659,2/21/2018,175.73,2/21/2018,193.23,4/12/2018,647,4/9/2018,13.3,2/21/2018,1330,2/21/2018,16.617,2/21/2018,321.6,2/21/2018,7119,2/21/2018,2201,2/21/2018,3541,2/21/2018,21625,2/21/2018,365.75,2/21/2018,447.25,2/21/2018,258.25,2/21/2018,1034.25,2/21/2018,378
2/20/2018,61.9,4/11/2018,72.06,2/20/2018,2.616,2/20/2018,175.03,2/20/2018,192.77,4/11/2018,647,4/6/2018,12.96,2/20/2018,1328.8,2/20/2018,16.438,2/20/2018,319.05,2/20/2018,7090,2/20/2018,2185,2/20/2018,3550,2/20/2018,21375,2/20/2018,365.50,2/20/2018,449.25,2/20/2018,266.25,2/20/2018,1026.50,2/20/2018,376.5
2/16/2018,61.68,4/10/2018,71.04,2/16/2018,2.558,2/16/2018,175.09,2/16/2018,191.04,4/10/2018,627.75,4/5/2018,12.61,2/16/2018,1353.2,2/16/2018,16.712,2/16/2018,324.85,2/19/2018,7118,2/19/2018,2214,2/19/2018,3555,2/19/2018,21550,2/16/2018,367.50,2/16/2018,457.75,2/16/2018,267.75,2/16/2018,1021.50,2/16/2018,373.3
2/15/2018,61.34,4/9/2018,68.65,2/15/2018,2.58,2/15/2018,173.58,2/15/2018,189.16,4/9/2018,613.25,4/4/2018,13.03,2/15/2018,1352.1,2/15/2018,16.796,2/15/2018,324.55,2/16/2018,7233,2/16/2018,2208,2/16/2018,3575,2/16/2018,21750,2/15/2018,367.75,2/15/2018,461.75,2/15/2018,268.50,2/15/2018,1024.25,2/15/2018,373.7
2/14/2018,60.6,4/6/2018,67.11,2/14/2018,2.587,2/14/2018,171.3,2/14/2018,188.44,4/6/2018,602.75,4/3/2018,13.27,2/14/2018,1355.5,2/14/2018,16.878,2/14/2018,323.6,2/15/2018,7182,2/15/2018,2165,2/15/2018,3570,2/15/2018,21570,2/14/2018,367.25,2/14/2018,455.75,2/14/2018,265.75,2/14/2018,1017.25,2/14/2018,369.9
2/13/2018,59.19,4/5/2018,68.33,2/13/2018,2.594,2/13/2018,168.53,2/13/2018,183.69,4/5/2018,608.25,3/29/2018,13.26,2/13/2018,1328.1,2/13/2018,16.528,2/13/2018,316.25,2/14/2018,7163,2/14/2018,2177.5,2/14/2018,3567.5,2/14/2018,21550,2/13/2018,366.75,2/13/2018,460.75,2/13/2018,273.50,2/13/2018,1011.75,2/13/2018,365.2
2/12/2018,59.29,4/4/2018,68.02,2/12/2018,2.552,2/12/2018,167.85,2/12/2018,183.89,4/4/2018,609,3/28/2018,12.96,2/12/2018,1324.2,2/12/2018,16.57,2/12/2018,308.65,2/13/2018,6988,2/13/2018,2139,2/13/2018,3470,2/13/2018,21500,2/12/2018,367.00,2/12/2018,464.00,2/12/2018,275.00,2/12/2018,1001.75,2/12/2018,357.8
2/9/2018,59.2,4/3/2018,68.12,2/9/2018,2.584,2/9/2018,170.02,2/9/2018,185.51,4/3/2018,613,3/27/2018,13.65,2/9/2018,1313.1,2/9/2018,16.139,2/9/2018,303.35,2/12/2018,6831,2/12/2018,2125,2/12/2018,3382.5,2/12/2018,21095,2/9/2018,362.00,2/9/2018,449.00,2/9/2018,266.50,2/9/2018,983.00,2/9/2018,343.8
2/8/2018,61.15,4/2/2018,67.64,2/8/2018,2.697,2/8/2018,176.5,2/8/2018,192.13,4/2/2018,613,3/26/2018,12.96,2/8/2018,1316.9,2/8/2018,16.341,2/8/2018,308.2,2/9/2018,6755,2/9/2018,2123,2/9/2018,3385,2/9/2018,21025,2/8/2018,365.75,2/8/2018,456.25,2/8/2018,269.50,2/8/2018,987.75,2/8/2018,341.7
2/7/2018,61.79,3/29/2018,70.27,2/7/2018,2.702,2/7/2018,176.6,2/7/2018,193.13,3/29/2018,619.75,3/23/2018,12.58,2/7/2018,1311.6,2/7/2018,16.238,2/7/2018,308.75,2/8/2018,6845,2/8/2018,2170,2/8/2018,3421.5,2/8/2018,21325,2/7/2018,365.25,2/7/2018,460.50,2/7/2018,273.25,2/7/2018,983.00,2/7/2018,335.4
2/6/2018,63.39,3/28/2018,69.53,2/6/2018,2.759,2/6/2018,180.52,2/6/2018,198.51,3/28/2018,618,3/22/2018,12.31,2/6/2018,1326.1,2/6/2018,16.58,2/6/2018,318.9,2/7/2018,6880,2/7/2018,2158,2/7/2018,3380,2/7/2018,21610,2/6/2018,363.50,2/6/2018,446.25,2/6/2018,269.00,2/6/2018,986.25,2/6/2018,331.7
2/5/2018,64.15,3/27/2018,70.11,2/5/2018,2.747,2/5/2018,184.66,2/5/2018,201.96,3/27/2018,618.25,3/21/2018,12.62,2/5/2018,1333,2/5/2018,16.671,2/5/2018,322.1,2/6/2018,7076,2/6/2018,2170,2/6/2018,3457,2/6/2018,21725,2/5/2018,358.75,2/5/2018,440.25,2/5/2018,267.25,2/5/2018,969.75,2/5/2018,327
2/2/2018,65.45,3/26/2018,70.12,2/2/2018,2.846,2/2/2018,187.2,2/2/2018,205.35,3/26/2018,612.75,3/20/2018,11.52,2/2/2018,1333.7,2/2/2018,16.709,2/2/2018,318.75,2/5/2018,7169,2/5/2018,2211,2/5/2018,3548,2/5/2018,21920,2/2/2018,361.50,2/2/2018,446.75,2/2/2018,267.50,2/2/2018,978.75,2/2/2018,331.4
2/1/2018,65.8,3/23/2018,70.45,2/1/2018,2.856,2/1/2018,189.58,2/1/2018,209.04,3/23/2018,611,3/19/2018,11.04,2/1/2018,1344.3,2/1/2018,17.155,2/1/2018,320.9,2/2/2018,7045,2/2/2018,2210,2/2/2018,3502,2/2/2018,21530,2/1/2018,361.75,2/1/2018,451.00,2/1/2018,267.25,2/1/2018,985.00,2/1/2018,334
1/31/2018,64.73,3/22/2018,68.91,1/31/2018,2.995,1/31/2018,190.75,1/31/2018,206.92,3/22/2018,606.5,3/16/2018,11.15,1/31/2018,1339,1/31/2018,17.241,1/31/2018,319.55,2/1/2018,7119,2/1/2018,2225,2/1/2018,3557,2/1/2018,21400,1/31/2018,361.50,1/31/2018,451.75,1/31/2018,265.50,1/31/2018,995.75,1/31/2018,337.8
1/30/2018,64.5,3/21/2018,69.47,1/30/2018,3.195,1/30/2018,189.54,1/30/2018,207.17,3/21/2018,611,3/15/2018,11.16,1/30/2018,1335.4,1/30/2018,17.058,1/30/2018,318.9,1/31/2018,7118,1/31/2018,2219.5,1/31/2018,3540,1/31/2018,21680,1/30/2018,361.50,1/30/2018,457.25,1/30/2018,270.00,1/30/2018,1000.25,1/30/2018,340.5
1/29/2018,65.56,3/20/2018,67.42,1/29/2018,3.631,1/29/2018,193.49,1/29/2018,210.48,3/20/2018,593.75,3/14/2018,11.16,1/29/2018,1340.3,1/29/2018,17.127,1/29/2018,319.4,1/30/2018,7050,1/30/2018,2207,1/30/2018,3496,1/30/2018,21625,1/29/2018,358.75,1/29/2018,449.25,1/29/2018,269.50,1/29/2018,991.50,1/29/2018,337.4
1/26/2018,66.14,3/19/2018,66.05,1/26/2018,3.505,1/26/2018,193.77,1/26/2018,213.6,3/19/2018,584.75,3/13/2018,11.38,1/26/2018,1352.1,1/26/2018,17.441,1/26/2018,319.9,1/29/2018,7085,1/29/2018,2225,1/29/2018,3550,1/29/2018,21925,1/26/2018,356.50,1/26/2018,441.00,1/26/2018,266.00,1/26/2018,985.50,1/26/2018,335.7
1/25/2018,65.51,3/16/2018,66.21,1/25/2018,3.447,1/25/2018,191.54,1/25/2018,211.54,3/16/2018,580.5,3/12/2018,11.06,1/25/2018,1362.9,1/25/2018,17.615,1/25/2018,321.65,1/26/2018,7085,1/26/2018,2257,1/26/2018,3478,1/26/2018,21600,1/25/2018,355.25,1/25/2018,434.50,1/25/2018,261.00,1/25/2018,992.25,1/25/2018,340.4
1/24/2018,65.61,3/15/2018,65.12,1/24/2018,3.509,1/24/2018,191.64,1/24/2018,210.61,3/15/2018,574.75,3/9/2018,11.1,1/24/2018,1356.3,1/24/2018,17.489,1/24/2018,322.85,1/25/2018,7138,1/25/2018,2241,1/25/2018,3465,1/25/2018,21380,1/24/2018,356.50,1/24/2018,433.00,1/24/2018,275.50,1/24/2018,992.25,1/24/2018,342
1/23/2018,64.47,3/14/2018,64.89,1/23/2018,3.444,1/23/2018,190.87,1/23/2018,208.61,3/14/2018,572.25,3/8/2018,11.1,1/23/2018,1336.7,1/23/2018,16.913,1/23/2018,311.1,1/24/2018,7150,1/24/2018,2250,1/24/2018,3440,1/24/2018,21090,1/23/2018,351.25,1/23/2018,421.50,1/23/2018,270.00,1/23/2018,986.25,1/23/2018,339.6
1/22/2018,63.49,3/13/2018,64.64,1/22/2018,3.224,1/22/2018,188.01,1/22/2018,205.69,3/13/2018,568.75,3/7/2018,10.62,1/22/2018,1331.9,1/22/2018,16.989,1/22/2018,319.85,1/23/2018,6923,1/23/2018,2229.5,1/23/2018,3412,1/23/2018,20710,1/22/2018,352.00,1/22/2018,425.75,1/22/2018,265.00,1/22/2018,984.25,1/22/2018,338.6
1/19/2018,63.37,3/12/2018,64.95,1/19/2018,3.185,1/19/2018,186.36,1/19/2018,205.84,3/12/2018,573.75,3/6/2018,10.45,1/19/2018,1333.1,1/19/2018,17.036,1/19/2018,318.75,1/22/2018,7068,1/22/2018,2249,1/22/2018,3414,1/22/2018,20750,1/19/2018,352.50,1/19/2018,422.75,1/19/2018,258.00,1/19/2018,977.25,1/19/2018,331.6
1/18/2018,63.95,3/9/2018,65.49,1/18/2018,3.189,1/18/2018,188.35,1/18/2018,206.17,3/9/2018,573.75,3/5/2018,10.34,1/18/2018,1327.2,1/18/2018,16.954,1/18/2018,319.9,1/19/2018,7041,1/19/2018,2220,1/19/2018,3416.5,1/19/2018,20600,1/18/2018,351.50,1/18/2018,425.25,1/18/2018,259.75,1/18/2018,973.00,1/18/2018,328.4
1/17/2018,63.97,3/8/2018,63.61,1/17/2018,3.232,1/17/2018,185.84,1/17/2018,206.91,3/8/2018,566.75,3/2/2018,10.12,1/17/2018,1339.2,1/17/2018,17.166,1/17/2018,318.9,1/18/2018,7076,1/18/2018,2241,1/18/2018,3376,1/18/2018,20430,1/17/2018,353.00,1/17/2018,421.50,1/17/2018,254.25,1/17/2018,968.75,1/17/2018,324.3
1/16/2018,63.73,3/7/2018,64.34,1/16/2018,3.129,1/16/2018,183.84,1/16/2018,206.34,3/7/2018,571.75,3/1/2018,9.97,1/16/2018,1337.1,1/16/2018,17.189,1/16/2018,321.95,1/17/2018,7034,1/17/2018,2192,1/17/2018,3367.5,1/17/2018,20495,1/16/2018,348.25,1/16/2018,416.50,1/16/2018,250.00,1/16/2018,968.00,1/16/2018,322.8
1/12/2018,64.3,3/6/2018,65.79,1/12/2018,3.2,1/12/2018,184.95,1/12/2018,208.5,3/6/2018,571.5,2/28/2018,10.08,1/12/2018,1334.9,1/12/2018,17.141,1/12/2018,321.85,1/16/2018,7078,1/16/2018,2189,1/16/2018,3404.5,1/16/2018,20470,1/12/2018,346.25,1/12/2018,420.50,1/12/2018,249.50,1/12/2018,944.00,1/12/2018,309.8
1/11/2018,63.8,3/5/2018,65.54,1/11/2018,3.084,1/11/2018,183.7,1/11/2018,207.67,3/5/2018,572,2/27/2018,10.13,1/11/2018,1322.5,1/11/2018,16.966,1/11/2018,323.3,1/15/2018,7210,1/15/2018,2227,1/15/2018,3423,1/15/2018,20300,1/11/2018,348.75,1/11/2018,433.25,1/11/2018,250.50,1/11/2018,940.50,1/11/2018,309.6
1/10/2018,63.57,3/2/2018,64.37,1/10/2018,2.906,1/10/2018,183.27,1/10/2018,208.07,3/2/2018,563.25,2/26/2018,9.61,1/10/2018,1319.3,1/10/2018,17.035,1/10/2018,323.55,1/12/2018,7110,1/12/2018,2214,1/12/2018,3383.5,1/12/2018,20275,1/10/2018,349.00,1/10/2018,434.25,1/10/2018,251.00,1/10/2018,947.00,1/10/2018,312.9
1/9/2018,62.96,3/1/2018,63.83,1/9/2018,2.923,1/9/2018,183.62,1/9/2018,206.62,3/1/2018,561.75,2/23/2018,9.79,1/9/2018,1313.7,1/9/2018,17.01,1/9/2018,321.6,1/11/2018,7140.5,1/11/2018,2175.5,1/11/2018,3386,1/11/2018,20225,1/9/2018,349.00,1/9/2018,432.25,1/9/2018,249.00,1/9/2018,955.75,1/9/2018,314.5
1/8/2018,61.73,2/28/2018,65.78,1/8/2018,2.835,1/8/2018,179.18,1/8/2018,204.54,2/28/2018,577,2/22/2018,9.7,1/8/2018,1320.4,1/8/2018,17.144,1/8/2018,322.4,1/10/2018,7153,1/10/2018,2182,1/10/2018,3336,1/10/2018,20065,1/8/2018,347.25,1/8/2018,427.75,1/8/2018,250.00,1/8/2018,958.25,1/8/2018,317.5
1/5/2018,61.44,2/27/2018,66.63,1/5/2018,2.795,1/5/2018,178.58,1/5/2018,205.87,2/27/2018,594.5,2/21/2018,9.54,1/5/2018,1322.3,1/5/2018,17.285,1/5/2018,322.95,1/9/2018,7102,1/9/2018,2152.5,1/9/2018,3335,1/9/2018,19950,1/5/2018,351.25,1/5/2018,430.75,1/5/2018,248.50,1/5/2018,961.50,1/5/2018,317.9
1/4/2018,62.01,2/26/2018,67.5,1/4/2018,2.88,1/4/2018,180.67,1/4/2018,207.7,2/26/2018,599,2/20/2018,9.7,1/4/2018,1321.6,1/4/2018,17.269,1/4/2018,326.3,1/8/2018,7125,1/8/2018,2175,1/8/2018,3386,1/8/2018,20000,1/4/2018,351.00,1/4/2018,434.00,1/4/2018,245.75,1/4/2018,959.25,1/4/2018,315.8
1/3/2018,61.63,2/23/2018,67.31,1/3/2018,3.008,1/3/2018,179.74,1/3/2018,208.8,2/23/2018,591,2/19/2018,9.86,1/3/2018,1318.5,1/3/2018,17.267,1/3/2018,325.75,1/5/2018,7121,1/5/2018,2202.5,1/5/2018,3354,1/5/2018,19975,1/3/2018,353.00,1/3/2018,436.00,1/3/2018,244.50,1/3/2018,959.75,1/3/2018,314.4
1/2/2018,60.37,2/22/2018,66.39,1/2/2018,3.056,1/2/2018,176.31,1/2/2018,205.84,2/22/2018,585,2/16/2018,9.5,1/2/2018,1316.1,1/2/2018,17.206,1/2/2018,327.8,1/4/2018,7188.5,1/4/2018,2250,1/4/2018,3362,1/4/2018,19850,1/2/2018,353.25,1/2/2018,433.50,1/2/2018,242.50,1/2/2018,955.00,1/2/2018,313.5
12/29/2017,60.42,2/21/2018,65.42,12/29/2017,2.953,12/29/2017,179.92,12/29/2017,207.55,2/21/2018,575.75,2/15/2018,9.52,12/29/2017,1309.3,12/29/2017,17.145,12/29/2017,330.05,1/3/2018,7147,1/3/2018,2228,1/3/2018,3327,1/3/2018,19900,12/29/2017,350.75,12/29/2017,427.00,12/29/2017,241.00,12/29/2017,951.75,12/29/2017,312.6
12/28/2017,59.84,2/20/2018,65.25,12/28/2017,2.914,12/28/2017,179.3,12/28/2017,205.21,2/20/2018,574.25,2/14/2018,9.58,12/28/2017,1297.2,12/28/2017,16.923,12/28/2017,330.85,1/2/2018,7205,1/2/2018,2264.5,1/2/2018,3349,1/2/2018,20040,12/28/2017,352.00,12/28/2017,427.75,12/28/2017,243.00,12/28/2017,945.75,12/28/2017,311.8
12/27/2017,59.64,2/19/2018,65.67,12/27/2017,2.738,12/27/2017,179.15,12/27/2017,204.02,2/19/2018,578.5,2/13/2018,9.87,12/27/2017,1287,12/27/2017,16.619,12/27/2017,325.7,12/29/2017,7247,12/29/2017,2268,12/29/2017,3319,12/29/2017,20025,12/27/2017,353.75,12/27/2017,428.00,12/27/2017,242.75,12/27/2017,955.50,12/27/2017,314.2
12/26/2017,59.97,2/16/2018,64.84,12/26/2017,2.643,12/26/2017,178.66,12/26/2017,203.85,2/16/2018,570.25,2/12/2018,9.46,12/26/2017,1284.1,12/26/2017,16.52,12/26/2017,325.6,12/28/2017,7289,12/28/2017,2284,12/28/2017,3305,12/28/2017,19925,12/26/2017,352.75,12/26/2017,422.25,12/26/2017,243.25,12/26/2017,959.25,12/26/2017,315.2
12/22/2017,58.47,2/15/2018,64.33,12/22/2017,2.667,12/22/2017,176.23,12/22/2017,196.94,2/15/2018,557.25,2/9/2018,9.21,12/22/2017,1275.4,12/22/2017,16.357,12/22/2017,321.45,12/27/2017,7240,12/27/2017,2252,12/27/2017,3272,12/27/2017,19695,12/22/2017,352.00,12/22/2017,424.75,12/22/2017,242.50,12/22/2017,949.50,12/22/2017,312.8
12/21/2017,58.36,2/14/2018,64.36,12/21/2017,2.598,12/21/2017,174.76,12/21/2017,195.02,2/14/2018,550,2/8/2018,9.1,12/21/2017,1267.3,12/21/2017,16.152,12/21/2017,319.45,12/22/2017,7125,12/22/2017,2192,12/22/2017,3265.5,12/22/2017,19530,12/21/2017,351.25,12/21/2017,427.00,12/21/2017,244.00,12/21/2017,948.75,12/21/2017,314.2
12/20/2017,58.09,2/13/2018,62.72,12/20/2017,2.637,12/20/2017,173.53,12/20/2017,194.42,2/13/2018,545.75,2/7/2018,8.97,12/20/2017,1266.1,12/20/2017,16.188,12/20/2017,317.15,12/21/2017,7086,12/21/2017,2148,12/21/2017,3242,12/21/2017,19350,12/20/2017,349.25,12/20/2017,423.50,12/20/2017,245.00,12/20/2017,954.00,12/20/2017,315.7
12/19/2017,57.46,2/12/2018,62.59,12/19/2017,2.692,12/19/2017,169.66,12/19/2017,193.99,2/12/2018,552.25,2/6/2018,8.78,12/19/2017,1260.7,12/19/2017,16.066,12/19/2017,312.75,12/20/2017,7044,12/20/2017,2122,12/20/2017,3218,12/20/2017,19475,12/19/2017,347.50,12/19/2017,419.50,12/19/2017,246.50,12/19/2017,956.00,12/19/2017,315.2
12/18/2017,57.16,2/9/2018,62.79,12/18/2017,2.745,12/18/2017,167.25,12/18/2017,192.52,2/9/2018,552.25,2/5/2018,9.05,12/18/2017,1262.2,12/18/2017,16.12,12/18/2017,312.2,12/19/2017,6942,12/19/2017,2099,12/19/2017,3201,12/19/2017,19355,12/18/2017,347.00,12/18/2017,420.50,12/18/2017,251.50,12/18/2017,961.50,12/18/2017,318.5
12/15/2017,57.3,2/8/2018,64.81,12/15/2017,2.612,12/15/2017,165.48,12/15/2017,190.35,2/8/2018,568,2/2/2018,8.94,12/15/2017,1254.3,12/15/2017,15.978,12/15/2017,311,12/18/2017,6905,12/18/2017,2074,12/18/2017,3196,12/18/2017,19350,12/15/2017,347.50,12/15/2017,418.25,12/15/2017,254.25,12/15/2017,967.25,12/15/2017,320.6
12/14/2017,57.04,2/7/2018,65.51,12/14/2017,2.684,12/14/2017,167.07,12/14/2017,190.99,2/7/2018,579,2/1/2018,9.25,12/14/2017,1253.8,12/14/2017,15.85,12/14/2017,304.85,12/15/2017,6886,12/15/2017,2066,12/15/2017,3205,12/15/2017,19150,12/14/2017,336.25,12/14/2017,395.00,12/14/2017,238.75,12/14/2017,967.75,12/14/2017,321.2
12/13/2017,56.6,2/6/2018,66.86,12/13/2017,2.715,12/13/2017,164.67,12/13/2017,190.44,2/6/2018,595.25,1/31/2018,9.26,12/13/2017,1245.4,12/13/2017,15.784,12/13/2017,302.95,12/14/2017,6793,12/14/2017,2049.5,12/14/2017,3187,12/14/2017,18900,12/13/2017,336.75,12/13/2017,392.25,12/13/2017,234.00,12/13/2017,979.25,12/13/2017,325.1
12/12/2017,57.14,2/5/2018,67.62,12/12/2017,2.678,12/12/2017,169.76,12/12/2017,193.36,2/5/2018,607,1/30/2018,8.86,12/12/2017,1238.5,12/12/2017,15.582,12/12/2017,299.95,12/13/2017,6729,12/13/2017,2009,12/13/2017,3153,12/13/2017,18800,12/12/2017,335.75,12/12/2017,387.25,12/12/2017,227.25,12/12/2017,975.75,12/12/2017,322.9
12/11/2017,57.99,2/2/2018,68.58,12/11/2017,2.828,12/11/2017,172.66,12/11/2017,195.06,2/2/2018,609.25,1/29/2018,8.98,12/11/2017,1243.7,12/11/2017,15.697,12/11/2017,298.8,12/12/2017,6663,12/12/2017,2016,12/12/2017,3157,12/12/2017,19165,12/11/2017,336.50,12/11/2017,387.75,12/11/2017,227.50,12/11/2017,982.50,12/11/2017,326
12/8/2017,57.36,2/1/2018,69.65,12/8/2017,2.772,12/8/2017,171.66,12/8/2017,192.88,2/1/2018,616.75,1/26/2018,9.07,12/8/2017,1245.2,12/8/2017,15.736,12/8/2017,295.5,12/11/2017,6670,12/11/2017,2022,12/11/2017,3125,12/11/2017,19400,12/8/2017,340.00,12/8/2017,392.00,12/8/2017,226.25,12/8/2017,989.75,12/8/2017,330
12/7/2017,56.69,1/31/2018,69.05,12/7/2017,2.763,12/7/2017,170,12/7/2017,189.7,1/31/2018,611.5,1/25/2018,9.22,12/7/2017,1249.8,12/7/2017,15.715,12/7/2017,294.05,12/8/2017,6571,12/8/2017,2010.5,12/8/2017,3082.5,12/8/2017,19450,12/7/2017,338.75,12/7/2017,394.25,12/7/2017,229.00,12/7/2017,992.00,12/7/2017,333.5
12/6/2017,55.96,1/30/2018,69.02,12/6/2017,2.922,12/6/2017,166.09,12/6/2017,186.13,1/30/2018,611.5,1/24/2018,9.43,12/6/2017,1262.8,12/6/2017,15.868,12/6/2017,293.65,12/7/2017,6564,12/7/2017,2010,12/7/2017,3090,12/7/2017,19425,12/6/2017,339.25,12/6/2017,398.50,12/6/2017,232.00,12/6/2017,1002.75,12/6/2017,340.4
12/5/2017,57.62,1/29/2018,69.46,12/5/2017,2.914,12/5/2017,171.84,12/5/2017,191.39,1/29/2018,618.25,1/23/2018,8.99,12/5/2017,1261.6,12/5/2017,15.973,12/5/2017,292.05,12/6/2017,6550,12/6/2017,2019,12/6/2017,3085,12/6/2017,19480,12/5/2017,339.75,12/5/2017,406.00,12/5/2017,239.00,12/5/2017,1008.50,12/5/2017,341.3
12/4/2017,57.47,1/26/2018,70.52,12/4/2017,2.985,12/4/2017,169.22,12/4/2017,189.45,1/26/2018,628.5,1/22/2018,8.73,12/4/2017,1274.3,12/4/2017,16.284,12/4/2017,306.3,12/5/2017,6543,12/5/2017,2052,12/5/2017,3112,12/5/2017,19525,12/4/2017,339.50,12/4/2017,410.25,12/4/2017,241.25,12/4/2017,998.50,12/4/2017,335.4
12/1/2017,58.36,1/25/2018,70.42,12/1/2017,3.061,12/1/2017,174.16,12/1/2017,194.13,1/25/2018,627.25,1/19/2018,8.74,12/1/2017,1278.8,12/1/2017,16.297,12/1/2017,306.55,12/4/2017,6826,12/4/2017,2069,12/4/2017,3178,12/4/2017,19525,12/1/2017,344.75,12/1/2017,414.50,12/1/2017,247.25,12/1/2017,994.25,12/1/2017,328.2
